"id","issue_id","comment_body","commenter_login","commenter_id","created_at","comment_body_processed"
319,103,"This is a reminder that ""me too"" comments only add noise. For everyone considering commenting, please only comment **if you have something _meaningful_ to add to the conversation**.

If you're experiencing this issue, please 👍 the issue or a comment you agree with. There is no need to comment if you are also affected by the this.","avivkeller",38299977,"2024-10-16 20:25:53","meaningful add conversation experience issue agree affect
"
320,103,"Self-note: We should add `pack` and other common commands to the test suite of https://github.com/nodejs/citgm/tree/main/test/npm (PRs welcome)","ovflowd",12037269,"2024-10-16 20:51:34","add pack common command test suite pr welcome
"
369,111,"@nodejs/test_runner - sounds like a simple fix, that is, assuming this is just one statement that clears the screen?","avivkeller",38299977,"2024-09-19 12:57:31","nodejs test runner sound simple fix assume statement clear screen
"
323,103,"`git bisect` is pointing to efbba60e5b8aed95b2413ff4169632bf3605c963 / https://github.com/nodejs/node/pull/54224
```
$ git bisect log
git bisect start
# status: waiting for both good and bad commits
# bad: [e2242b4e256082e01d8df6a4155ddc80e146c123] 2024-10-16, Version 22.10.0 (Current)
git bisect bad e2242b4e256082e01d8df6a4155ddc80e146c123
# status: waiting for good commit(s), bad commit known
# bad: [20d8b85d3493bec944de541a896e0165dd356345] deps: upgrade npm to 10.9.0
git bisect bad 20d8b85d3493bec944de541a896e0165dd356345
# status: waiting for good commit(s), bad commit known
# bad: [cde6dccb656ad8ad134c2e509c584711156a908c] tools: refactor js2c.cc to use c++20
git bisect bad cde6dccb656ad8ad134c2e509c584711156a908c
# status: waiting for good commit(s), bad commit known
# good: [d2479fa020866f038785fb7373baf2621d7cc1c5] vm: return all own names and symbols in property enumerator interceptor
git bisect good d2479fa020866f038785fb7373baf2621d7cc1c5
# good: [7c58645aca2b53d15dbf698efa43cf934a436d91] lib: move `Symbol[Async]Dispose` polyfills to `internal/util`
git bisect good 7c58645aca2b53d15dbf698efa43cf934a436d91
# bad: [e4692eee75af720640beb557d9279adc0f3e648d] benchmark: --no-warnings to avoid DEP/ExpWarn log
git bisect bad e4692eee75af720640beb557d9279adc0f3e648d
# good: [d38dc99a95fd9dfd634bb938a53871719115fb50] src: add Cleanable class to Environment
git bisect good d38dc99a95fd9dfd634bb938a53871719115fb50
# good: [415905712e59c0d8d7270de27a3b789a121968cd] test: improve test-internal-fs-syncwritestream
git bisect good 415905712e59c0d8d7270de27a3b789a121968cd
# bad: [a65105ec284023960e93b3a66f6661ddd2f4121f] test: adjust tls test for OpenSSL32
git bisect bad a65105ec284023960e93b3a66f6661ddd2f4121f
# good: [f468509cf6f6ebc7d753e8f30686fe0c6b609dc5] zlib: add typings for better dx
git bisect good f468509cf6f6ebc7d753e8f30686fe0c6b609dc5
# bad: [efbba60e5b8aed95b2413ff4169632bf3605c963] path: fix bugs and inconsistencies
git bisect bad efbba60e5b8aed95b2413ff4169632bf3605c963
# good: [c3e1c31baa8f4a59ef49ea0d0429ec55efe2ca81] build: upgrade clang-format to v18
git bisect good c3e1c31baa8f4a59ef49ea0d0429ec55efe2ca81
# first bad commit: [efbba60e5b8aed95b2413ff4169632bf3605c963] path: fix bugs and inconsistencies
```

cc @huseyinacacak-janea","richardlau",5445507,"2024-10-17 00:03:14","git bisect point efbba60e5b8aed95b2413ff4169632bf3605c963 git bisect log git bisect start status wait good bad commit bad e2242b4e256082e01d8df6a4155ddc80e146c123 version current git bisect bad e2242b4e256082e01d8df6a4155ddc80e146c123 status wait good commit bad commit know bad 20d8b85d3493bec944de541a896e0165dd356345 dep upgrade npm git bisect bad 20d8b85d3493bec944de541a896e0165dd356345 status wait good commit bad commit know bad cde6dccb656ad8ad134c2e509c584711156a908c tool refactor js2c cc use c 20 git bisect bad cde6dccb656ad8ad134c2e509c584711156a908c status wait good commit bad commit know good d2479fa020866f038785fb7373baf2621d7cc1c5 vm return own name symbol property enumerator interceptor git bisect good d2479fa020866f038785fb7373baf2621d7cc1c5 good 7c58645aca2b53d15dbf698efa43cf934a436d91 lib move symbol async dispose polyfill internal util git bisect good 7c58645aca2b53d15dbf698efa43cf934a436d91 bad e4692eee75af720640beb557d9279adc0f3e648d benchmark no warning avoid dep expwarn log git bisect bad e4692eee75af720640beb557d9279adc0f3e648d good d38dc99a95fd9dfd634bb938a53871719115fb50 src add cleanable class environment git bisect good d38dc99a95fd9dfd634bb938a53871719115fb50 good 415905712e59c0d8d7270de27a3b789a121968cd test improve test internal fs syncwritestream git bisect good 415905712e59c0d8d7270de27a3b789a121968cd bad a65105ec284023960e93b3a66f6661ddd2f4121f test adjust tls test openssl32 git bisect bad a65105ec284023960e93b3a66f6661ddd2f4121f good f468509cf6f6ebc7d753e8f30686fe0c6b609dc5 zlib add typing better dx git bisect good f468509cf6f6ebc7d753e8f30686fe0c6b609dc5 bad efbba60e5b8aed95b2413ff4169632bf3605c963 path fix bug inconsistency git bisect bad efbba60e5b8aed95b2413ff4169632bf3605c963 good c3e1c31baa8f4a59ef49ea0d0429ec55efe2ca81 build upgrade clang format v18 git bisect good c3e1c31baa8f4a59ef49ea0d0429ec55efe2ca81 first bad commit efbba60e5b8aed95b2413ff4169632bf3605c963 path fix bug inconsistency
"
324,103,"> `git bisect` is pointing to [efbba60](https://github.com/nodejs/node/commit/efbba60e5b8aed95b2413ff4169632bf3605c963) / #54224

```js
path.resolve(""/path/"");
// v23.0.0: ""/path/""
// v22.9.0: ""/path""
```","avivkeller",38299977,"2024-10-17 00:58:56","git bisect point efbba60 path resolve v23 path v22 path
"
325,103,"IMHO path separators shouldn't be preserved since that would make the resolution of identical paths (one with `/` and one without) return different results. See my revert for more info","avivkeller",38299977,"2024-10-17 01:18:07","path separator shouldnt preserve make resolution identical path one return different result see revert info
"
326,103,"I just spent 4 hours of my time trying to debug a new CI setup to publish a package because of this as its affecting all of the `{current-, 23-,}bookworm-slim` docker images. it initially manifested itself in `npm publish` as looking into the ***parent directory*** for the `README.md`, which of course failed and there was zero indication as to why it was even leaving the CWD (which was correct in the output after it failed!). I then manually added a `""readme"": ""foobar""` to the `package.json` to get it to skip that, and then it failed in the same broken way as above, removing the `d` from `dist/` when going to collect the files in the directory to create the package. so to help anyone else looking for why `npm error enoent ENOENT: no such file or directory, open '<parent of cwd path>/README.md'` is happening, this is it. moving to using the `node:22-bookworm-slim` image immediately worked with no changes needed.","repnop",24203105,"2024-10-17 04:18:04","spend hour debug new CI setup publish package affect bookworm slim docker image initially manifest npm publish look parent directory README md fail zero indication leave CWD correct output fail manually add readme foobar package json skip fail broken way remove dist collect file directory create package help anyone look npm error enoent ENOENT file directory open parent cwd path README md move use node bookworm slim image immediately work change need
"
327,104,"There's an obvious bug here:

https://github.com/nodejs/node/blob/51d81466efc00417711558a08d0ff4206d8bf174/lib/dns.js#L194-L197","targos",2352663,"2024-10-15 08:41:53","obvious bug
"
328,105,"Hm, the memory is being allocated just for refs - potentially pointing to nothing?

Something like this would work?

```js
const finalizers = new SafeFinalizationRegistry((signal) => {
  signal[kDependantSignals].forEach(ref => {
    if (!ref.deref()) {
      signal[kDependantSignals].delete(ref);
    }
  });
});
```

Then in the [loop](https://github.com/nodejs/node/blob/main/lib/internal/abort_controller.js#L239) having this 

```js
// ...
for (let i = 0; i < signalsArray.length; i++) {
  const signal = signalsArray[I];
   finalizers.register(resultSignal, signal);

  // ...
```

### Executing this repro after this (maybe naive?) change

```
./node test.js
100000 - 102.05 MiB - 29116 signals
200000 - 110.38 MiB - 26503 signals
300000 - 110.88 MiB - 21856 signals
400000 - 110.95 MiB - 17219 signals
500000 - 110.41 MiB - 12624 signals
600000 - 110.17 MiB - 8016 signals
700000 - 110.00 MiB - 3414 signals
800000 - 112.42 MiB - 33650 signals
900000 - 111.17 MiB - 29002 signals
1000000 - 111.22 MiB - 24377 signals
1100000 - 111.31 MiB - 19735 signals
1200000 - 110.69 MiB - 15108 signals
1300000 - 110.69 MiB - 10480 signals
1400000 - 110.50 MiB - 5784 signals
1500000 - 110.33 MiB - 1181 signals
1600000 - 111.47 MiB - 31432 signals
1700000 - 112.11 MiB - 26792 signals
1800000 - 112.16 MiB - 22141 signals
1900000 - 112.17 MiB - 17532 signals
2000000 - 111.53 MiB - 12900 signals
2100000 - 111.53 MiB - 8255 signals
2200000 - 111.08 MiB - 3607 signals
2300000 - 113.48 MiB - 33826 signals
2400000 - 112.30 MiB - 29157 signals
2500000 - 112.30 MiB - 24488 signals
2600000 - 112.30 MiB - 19846 signals
2700000 - 111.75 MiB - 15259 signals
2800000 - 111.77 MiB - 10527 signals
2900000 - 111.44 MiB - 5933 signals
3000000 - 111.28 MiB - 1325 signals
```","geeksilva97",15680379,"2024-10-10 18:42:10","memory allocate ref potentially point nothing work finalizer new safe finalization registry signal signal kdependantsignals foreach ref ref deref signal kdependantsignals delete ref loop signal signalarray length signal signal finalizer register resultsignal signal execute repro change node test mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal mib signal
"
329,105,"Ref: https://github.com/chromium/chromium/commit/d5b7539036199ad653125222f061f39c66e91a86 - I think it would be the ""settled"" case(?)","geeksilva97",15680379,"2024-10-10 18:47:41","think settled case
"
330,105,"Is anyone working on this issue?","siddhant0410",63441006,"2024-10-13 18:56:14","work issue
"
331,105,"Can confirm that we have a problem on this, however, it is not `AbortSignal` instances that are being leaked, it's `WeakRef`s. Specifically, the set of dependent signals known to the `AbortSignal` are kept in an internal `Set` using `WeakRef`s. The `AbortSignal`s are being properly gc'd but the `Set` is never cleaned out of the `WeakRef`s making those leak.","jasnell",439929,"2024-10-13 21:51:41","confirm problem however weakref specifically set dependent signal know abortsignal use weakref abortsignal properly gc set never clean weakref make leak
"
332,105,"> Is anyone working on this issue?

I have a pr opened to address this issue.","geeksilva97",15680379,"2024-10-13 22:07:56","anyone work issue pr open address issue
"
333,105,"> > Is anyone working on this issue?
> 
> I have a pr opened to address this issue.

So if I want to work on this issue do I need to contact someone or I can start working right away?","siddhant0410",63441006,"2024-10-14 07:21:40","work issue pr address issue want work issue need contact someone start work
"
334,105,"> > > Is anyone working on this issue?
> > I have a pr opened to address this issue.
> So if I want to work on this issue do I need to contact someone or I can start working right away?

@siddhant0410 The PR here https://github.com/nodejs/node/pull/55354 by @geeksilva97 already fixes this issue, so there's nothing else to do here but wait for the PR to be merged and backported.","mika-fischer",426158,"2024-10-14 07:38:39","work issue pr address issue want work issue need contact start work right away pr fix issue nothing wait pr merge backport
"
335,105,"> > > > Is anyone working on this issue?
> > > > I have a pr opened to address this issue.
> > > > So if I want to work on this issue do I need to contact someone or I can start working right away?
> 
> @siddhant0410 The PR here #55354 by @geeksilva97 already fixes this issue, so there's nothing else to do here but wait for the PR to be merged and backported.

Thanks for the update!","siddhant0410",63441006,"2024-10-14 07:47:12","work issue pr address issue want work issue need contact start work right away pr fix issue nothing wait pr merge backport update
"
336,106,"These also **aren't** reference equal AFAICT. If you deepStrictEqual the errors, they _should_ fail.","avivkeller",38299977,"2024-10-08 01:53:27","deepStrictEqual error fail
"
370,111,"I'm taking a look","pmarchini",49943249,"2024-09-19 13:04:18","look
"
337,106,"Yeah, maybe my description wasn't clear. Assertion failure is expected, but its error message is what I wanted to point out. 

Indeed, `are not reference-equal` is a correct statement, but I felt it's misleading because, when using `assert.deepStrictEqual`, I wouldn't usually concerned with ""reference-equality"".

One more example here when dropping `cause` on one side, it shows the same message. In this case, `Values have same structure` sounds misleading then.

```ts
> assert.deepStrictEqual(new Error(""a""), new Error(""a"", { cause: new Error(""y"") }))
Uncaught:
AssertionError [ERR_ASSERTION]: Values have same structure but are not reference-equal:

[Error: a]
```

","hi-ogawa",4232207,"2024-10-08 03:52:01","assertion failure expect error message point indeed correct statement mislead use deepStrictEqual usually concern reference equality example drop side show message case value structure sound mislead
"
338,106,"@hi-ogawa thank you for the report! This is indeed an issue with comparing errors.

`cause` is still relatively new and when `AssertionError` was written in it's current way, errors did not have that property. It's a non-enumerable property and to hide the compared `errors` stack frames the error is [copied](https://github.com/nodejs/node/blob/d881fcba86f72ff506eea53a5eca9a0ab2e4a02f/lib/internal/assert/assertion_error.js#L355-L361) in a way that it does not contain the stack trace and cause anymore. Afterwards it's compared regularly. This now also hides the `cause` and that causes the faulty above error message.

This could be fixed by removing the copying and instead cutting off the stack frames [after inspection](https://github.com/nodejs/node/blob/d881fcba86f72ff506eea53a5eca9a0ab2e4a02f/lib/internal/assert/assertion_error.js#L84-L86) but before they are compared.","BridgeAR",8822573,"2024-10-12 14:05:20","compar error issue assertionerror write error property non enumerable property hide compare error stack frame error copy way contain stack trace cause compare regularly hide cause cause faulty error message fix remove copy cut stack frame inspection compare
"
339,108,"Can you try with node 22.9? I believe this was fixed quite recently.","ronag",3065230,"2024-09-26 14:52:08","try node fix recently
"
340,108,"Can you please include a reproduction?","mcollina",52195,"2024-09-26 16:01:05","include reproduction
"
341,108,"@ronag @mcollina I have edited the issue, please see the minimal reproducible code.","System233",20336040,"2024-10-08 07:14:15","edit issue minimal reproducible code
"
342,108,"Shall we move this to Node?","metcoder95",10200776,"2024-10-08 18:32:57","move node
"
343,108,"Transfered.","mcollina",52195,"2024-10-09 06:21:20","transfer
"
344,108,"Interesting comment on this https://github.com/denoland/deno/issues/24842#issuecomment-2265771975","geeksilva97",15680379,"2024-10-10 04:29:30","comment issue
"
345,108,">  if AbortSignal.any does not have an event listener added, AbortSignal.any will eventually be released and there will be no memory leak.

Part of the issue with this reproduction code may be that event listeners should be removed; otherwise, [gcPersistentSignals](https://github.com/nodejs/node/blob/main/lib/internal/abort_controller.js#L87) will retain those.

If that's the case I think the issue becomes the same as reported for `AbortSignal.any`.","geeksilva97",15680379,"2024-10-10 12:42:57","abortsignal event listener memory leak event listener remove gcpersistentsignals issue abortsignal
"
346,108,"> Part of the issue with this reproduction code may be that event listeners should be removed; otherwise, [gcPersistentSignals](https://github.com/nodejs/node/blob/main/lib/internal/abort_controller.js#L87) will retain those.
> 
> If that's the case I think the issue becomes the same as reported for `AbortSignal.any`.

If you add an event listener directly to `AbortSignal`, no memory leak occurs, but only on `AbortSignal.any`.
I did fix the problem temporarily by removing the event listener on `AbortSignal.any`.","System233",20336040,"2024-10-10 13:08:35","issue reproduction code event listener remove gcPersistentSignals retain case issue report AbortSignal add event listener AbortSignal memory leak occur AbortSignal any fix problem remove event listener AbortSignal any
"
347,108,"I can confirm that leaving a listener attached to the `AbortSignal` of an `AbortController` does not cause a leak, but leaving a handler attached to the `AbortSignal` returned by `AbortSignal.any` does cause a leak.

Better repro:
```js
function printMemoryUsage(msg) {
    console.log(msg, `${(process.memoryUsage().rss / 1024 / 1024).toFixed(2)} MiB`);
}

printMemoryUsage('Mem before loop');
let i = 0;
const run = () => {
    const ac = new AbortController();
    // NOTE: Not removing this listener does not cause a leak
    ac.signal.addEventListener('abort', () => {});
    const composedSignal = AbortSignal.any([ac.signal]);
    const handler = () => {};
    // NOTE: Not removing this listener DOES cause a leak
    composedSignal.addEventListener('abort', handler);
    // NOTE: Properly removing the listener fixes the leak
    // composedSignal.removeEventListener('abort', handler);
    if (++i % 100_000 === 0) {
        printMemoryUsage(`Mem after ${i} iterations`);
    }
    setImmediate(run);
};
run();
```","mika-fischer",426158,"2024-10-10 14:49:16","confirm leave listener attach abortsignal abortcontroller cause leak leave handler attach abortsignal return abortsignal any cause leak repro remove listener cause leak remove listener fix leak
"
348,108,"~~GC takes a while to trigger~~
Sorry, I ran the test and the GC triggers faster than I expected to keep the memory at a certain level


","System233",20336040,"2024-10-10 18:57:29","gc take while trigger sorry run test gc trigger fast expect keep memory certain level
"
